"성별","연도","교육","지역","월급"
2,1945,3,4,NA
2,1953,3,4,170
1,1941,5,4,NA
2,1944,4,4,NA
1,1965,5,4,NA
1,1942,3,4,NA
1,1982,6,5,588
2,1983,6,5,NA
1,2011,3,5,NA
2,1940,3,5,27
2,1946,2,5,27
1,1959,5,5,250
2,1965,5,5,NA
2,1989,7,5,NA
2,1991,7,5,200
1,1953,5,5,NA
2,1955,5,5,130
2,1985,7,5,40
1,1984,7,5,NA
2,2014,3,5,NA
2,2017,1,5,NA
1,1977,7,5,671
2,1976,7,5,525
2,2005,5,5,NA
1,2011,3,5,NA
1,1951,5,5,130
2,1954,4,5,NA
1,1965,9,5,650
2,1968,7,5,NA
1,1956,5,5,NA
2,1960,5,5,120
1,1989,6,5,446
1,1957,6,5,NA
2,1959,5,5,NA
2,1938,3,5,NA
1,1945,4,2,210
2,1949,4,2,NA
1,1978,8,2,500
2,1980,7,2,667
1,2011,3,2,NA
2,2017,1,2,NA
1,1963,5,5,168
2,1979,7,5,NA
1,2002,6,5,NA
2,2005,5,5,NA
2,1945,3,5,NA
1,1944,2,5,NA
2,1952,2,5,NA
1,1970,5,2,520
2,1971,5,2,266
1,1997,7,2,210
2,1999,7,2,NA
1,2007,4,2,NA
2,2009,3,2,NA
2,1966,5,2,347
2,1939,3,2,NA
1,1973,7,2,NA
2,1976,7,2,583
1,2004,5,2,NA
1,2011,3,2,NA
1,1933,3,5,NA
2,1938,2,5,NA
1,1937,3,5,NA
2,1941,2,5,NA
2,1964,3,5,NA
1,1942,5,5,NA
2,1948,4,5,NA
2,1945,2,5,27
1,1944,5,7,NA
2,1940,4,7,NA
1,1935,4,7,NA
2,1934,3,7,NA
2,1951,3,1,NA
1,1980,5,1,NA
1,1963,3,1,NA
2,1940,5,1,NA
2,1963,7,1,NA
1,1970,7,1,380
2,1970,7,1,NA
1,1999,7,1,NA
1,2003,5,1,NA
2,1937,3,1,NA
2,1934,4,1,NA
2,1944,3,2,NA
1,1977,7,2,NA
2,1954,5,2,NA
2,1969,7,2,NA
2,2006,4,2,NA
2,2009,3,2,NA
1,1955,5,6,NA
2,1957,5,6,NA
1,1941,2,4,120
2,1946,3,4,NA
1,1963,5,4,NA
2,1967,5,4,NA
1,1996,7,4,NA
2,1998,7,4,NA
1,1956,3,4,110
2,1956,3,4,110
2,1946,4,4,NA
2,1953,4,4,NA
2,1936,3,4,NA
2,1956,3,4,NA
1,1944,4,4,NA
1,1962,7,4,700
2,1967,5,4,NA
2,2002,7,4,NA
2,2008,4,4,NA
2,1929,2,4,NA
1,1971,7,4,804
2,1973,6,4,119
1,1999,7,4,NA
1,2002,7,4,NA
2,1943,2,5,27
2,1946,3,5,NA
2,1961,3,5,NA
2,1982,7,5,NA
1,1984,7,5,308
1,1974,4,5,391
2,1974,5,5,101
2,2003,5,5,NA
1,2010,3,5,NA
1,1945,5,5,NA
2,1948,5,5,NA
1,1979,8,5,382
2,1979,7,5,NA
2,2006,4,5,NA
1,2008,4,5,NA
2,1948,4,5,NA
1,1976,7,5,578
2,1980,6,5,NA
2,2010,3,5,NA
1,1977,7,5,769
2,1977,6,5,NA
1,2007,4,5,NA
1,2010,3,5,NA
1,1952,5,5,NA
2,1952,3,5,NA
1,1964,4,5,236
1,1996,6,5,NA
2,1942,2,5,NA
2,1938,3,5,NA
1,1940,4,5,27
2,1977,7,5,NA
1,1975,6,5,NA
1,2014,3,5,NA
1,1959,5,5,235
2,1961,5,5,228
1,1988,7,5,472
1,1944,3,5,27
2,1950,3,5,NA
1,1970,5,5,NA
1,2004,5,5,NA
1,2006,4,5,NA
1,1953,3,5,NA
2,1958,3,5,NA
1,1971,5,5,NA
2,1985,4,5,NA
1,2008,4,5,NA
1,2014,3,5,NA
2,1955,3,7,50
1,1938,4,7,NA
2,1938,3,7,NA
1,1941,4,1,NA
2,1939,3,1,NA
1,1963,7,2,NA
2,1950,2,1,NA
1,1949,8,1,NA
2,1952,8,1,NA
1,1951,5,2,NA
1,1986,7,2,690
2,1984,7,2,NA
2,2020,1,2,NA
1,1976,8,2,833
2,1977,7,2,NA
1,2006,4,2,NA
1,2008,4,2,NA
1,1973,7,2,NA
2,1973,6,2,200
2,2009,3,2,NA
2,2011,3,2,NA
2,1947,3,2,NA
1,1975,7,2,1050
2,1979,5,2,NA
1,2009,3,2,NA
2,2011,3,2,NA
1,2015,1,2,NA
2,1941,4,2,NA
2,1969,9,2,782
1,1946,7,2,NA
2,1949,7,2,NA
1,1966,5,4,NA
2,1967,4,4,220
1,1994,4,4,NA
1,1949,3,4,142
2,1952,3,4,NA
1,1948,5,5,27
2,1948,5,5,NA
1,1961,3,5,NA
2,1939,3,4,27
2,1952,2,4,NA
1,1939,3,4,27
2,1941,3,4,NA
1,1975,5,4,375
2,1977,7,4,NA
2,2008,4,4,NA
2,1984,7,3,NA
1,1984,7,3,NA
1,2014,3,3,NA
1,2016,1,3,NA
2,1962,3,4,186
2,1990,5,1,272
2,1959,7,6,NA
1,1955,7,6,NA
1,1976,7,5,611
2,1980,7,5,NA
2,2009,3,5,NA
1,2011,3,5,NA
2,1967,5,5,211
2,1997,5,5,200
1,1936,4,5,NA
2,1940,3,5,NA
2,1959,2,5,NA
1,1968,5,5,NA
2,1941,2,5,NA
2,1947,4,5,27
1,1950,4,5,NA
2,1953,4,5,NA
2,1937,2,5,NA
2,1942,3,5,NA
1,1959,6,5,605
2,1961,6,5,NA
1,1949,4,5,NA
2,1951,3,5,27
1,1958,6,5,NA
2,1958,4,5,NA
2,1935,3,5,NA
2,1941,2,5,NA
1,1940,3,5,NA
2,1942,3,5,NA
2,1971,5,5,200
1,1941,4,7,NA
2,1943,3,7,NA
1,1943,2,5,NA
2,1943,2,5,NA
2,1947,2,5,NA
1,1942,3,5,NA
2,1939,2,5,NA
1,1957,3,7,NA
2,1934,2,7,NA
2,1933,3,6,NA
1,1955,3,6,NA
2,1957,3,6,NA
2,1947,2,6,NA
1,1930,3,6,NA
1,1944,3,6,NA
2,1949,3,6,NA
2,2002,7,6,NA
1,1945,3,6,NA
2,1955,3,6,NA
1,1931,3,5,NA
1,1943,7,6,NA
2,1947,4,6,NA
1,1953,3,6,NA
2,1952,3,6,NA
1,1965,3,6,328
2,1966,3,6,NA
1,1994,5,6,360
2,1993,5,6,212
2,1952,2,6,143
2,1940,3,6,27
2,1943,2,6,27
1,1941,4,6,NA
2,1940,3,6,NA
1,1939,3,6,27
2,1949,3,6,27
1,1967,5,6,NA
2,1971,5,6,NA
2,2001,7,6,NA
2,2003,5,6,NA
1,1964,7,6,NA
2,1968,7,6,238
2,2000,7,6,NA
2,1936,3,6,NA
2,1945,2,6,27
1,1943,5,6,NA
2,1945,4,6,NA
1,1937,7,6,NA
2,1941,3,6,27
1,1973,6,6,181
2,1940,2,6,NA
1,1944,5,5,NA
2,1952,4,5,NA
2,1944,3,5,27
1,1970,6,5,366
2,1950,2,5,115
1,1964,5,5,414
2,1965,5,5,NA
2,1994,6,2,236
2,1960,3,2,NA
2,1985,5,2,260
1,1944,3,2,27
2,1947,3,2,NA
1,1974,5,2,NA
2,1942,5,2,NA
2,1943,3,2,27
1,1975,7,2,573
2,1975,7,2,48
2,2003,5,2,NA
2,2008,4,2,NA
1,1952,7,1,NA
2,1957,5,1,NA
1,1959,5,1,NA
1,1974,6,2,498
2,1975,6,2,NA
1,1999,7,2,NA
2,2008,4,2,NA
2,1956,4,6,NA
2,1951,3,6,NA
2,1961,3,6,NA
2,1985,6,6,NA
1,1965,5,6,955
2,1963,5,6,30
1,1951,5,6,NA
1,1968,6,6,328
2,1975,5,6,NA
2,2009,3,6,NA
1,2010,3,6,NA
1,2012,3,6,NA
1,1943,3,6,NA
2,1948,3,6,NA
2,1936,3,6,27
1,1942,4,6,27
2,1949,3,6,27
1,1938,4,6,NA
2,1942,2,6,NA
2,1948,3,5,NA
1,1982,7,6,563
2,1982,6,6,NA
1,2016,1,6,NA
1,2019,1,6,NA
2,1947,4,4,NA
2,1933,3,6,NA
2,1937,2,6,27
1,1958,3,6,50
1,1943,5,6,NA
2,1945,5,6,NA
1,1950,3,6,NA
2,1956,3,6,NA
2,1956,3,6,NA
1,1944,3,6,NA
2,1949,3,6,NA
1,1937,5,6,NA
1,1943,5,6,27
2,1956,3,6,NA
2,1978,5,6,NA
1,1953,4,6,NA
2,1960,5,6,NA
1,1946,4,6,27
1,1932,2,6,27
2,1934,2,6,NA
1,1935,3,6,NA
2,1936,2,6,NA
1,1939,3,6,27
2,1941,2,6,NA
1,1974,7,6,NA
2,1978,6,6,213
2,2007,4,6,NA
2,2009,3,6,NA
1,1944,7,6,NA
1,1974,5,6,NA
2,1938,2,6,NA
1,1972,5,7,250
2,1978,5,7,200
2,2007,4,7,NA
2,2007,4,7,NA
2,1938,4,5,NA
2,1944,2,5,NA
1,1940,4,5,NA
1,1977,5,1,343
2,1961,5,2,NA
1,1947,5,2,NA
2,1950,5,2,NA
1,1953,5,2,NA
2,1966,5,2,NA
2,2002,5,2,NA
1,1938,3,2,NA
2,1934,2,2,NA
1,1947,5,2,NA
2,1957,5,2,NA
1,1947,5,1,NA
2,1951,5,1,NA
1,1978,7,1,466
2,1980,7,1,458
1,2017,1,1,NA
1,1958,5,1,200
2,1954,5,1,NA
2,1994,6,1,230
2,1962,3,4,NA
2,1990,5,4,130
2,1949,3,6,NA
1,1939,3,6,27
2,1942,2,6,NA
1,1973,5,6,790
2,1966,5,6,88
1,2004,5,6,NA
2,1939,3,6,NA
2,1959,5,5,120
2,1994,6,5,30
1,1996,5,5,244
1,1959,5,6,301
2,1955,4,6,NA
2,1930,2,6,NA
1,1974,5,5,384
2,1978,7,5,211
1,2004,5,5,NA
2,2007,4,5,NA
1,1947,3,6,NA
2,1946,3,6,NA
2,1960,4,6,NA
2,1939,2,6,NA
2,1931,3,6,NA
2,1940,2,6,NA
1,1952,2,6,NA
2,1957,4,6,NA
2,1983,7,6,140
1,1982,7,6,282
2,2014,3,6,NA
2,2016,1,6,NA
1,1949,3,6,132
2,1952,3,6,66
1,1976,5,6,444
2,1938,4,6,NA
1,1956,3,6,NA
2,1937,2,6,NA
1,1980,5,6,NA
2,1980,8,6,150
2,2013,3,6,NA
2,2016,1,6,NA
2,1930,2,6,NA
2,1943,3,6,NA
1,1939,3,5,NA
2,1960,3,5,40
1,1962,5,5,NA
2,1958,4,5,NA
2,1993,7,5,NA
2,1934,2,5,NA
1,1978,6,1,470
2,1978,6,1,NA
1,2010,3,1,NA
2,2013,3,1,NA
1,1966,5,2,340
2,1969,5,2,166
2,1996,7,2,380
1,1998,5,2,NA
2,1960,4,2,200
2,1993,6,2,190
2,1997,6,2,191
2,1958,3,2,40
1,1947,3,1,NA
2,1952,4,1,95
1,1963,7,6,NA
1,1950,4,5,NA
1,1956,3,1,NA
2,1956,4,1,86
1,1937,5,6,NA
2,1940,3,6,NA
1,1939,3,6,NA
2,1944,2,6,27
1,1972,5,6,NA
1,1955,8,6,NA
2,1961,5,6,100
2,1986,7,6,NA
1,1932,5,6,NA
2,1935,2,6,NA
1,1959,8,6,100
1,1935,2,6,NA
2,1934,2,6,NA
1,1942,5,6,NA
2,1945,3,6,40
1,1945,7,6,NA
2,1948,7,6,NA
1,1956,4,6,NA
1,1941,5,6,NA
2,1939,3,6,NA
1,1966,5,6,265
2,1962,7,6,NA
2,2003,5,6,NA
2,1947,2,6,27
2,1947,2,6,NA
1,1933,3,6,NA
2,1936,3,6,NA
2,1934,3,6,NA
1,1987,5,1,NA
1,1946,4,1,NA
2,1952,4,1,NA
2,1979,6,1,325
1,1945,7,1,NA
2,1950,4,1,232
1,1975,7,1,300
2,1976,8,1,NA
2,2010,3,1,NA
1,2013,3,1,NA
1,1967,5,1,NA
2,1970,5,1,225
2,2005,5,1,NA
2,2011,3,1,NA
2,1955,2,1,NA
1,1983,7,1,625
2,1987,6,1,120
2,2017,1,1,NA
1,1965,5,1,362
2,1968,5,1,NA
2,1997,5,1,200
2,1957,3,1,NA
1,1950,7,1,NA
2,1951,5,1,NA
1,1942,4,1,NA
2,1945,3,1,NA
2,1971,7,1,230
1,1964,5,1,NA
2,1965,4,1,250
1,1955,4,1,NA
2,1967,7,1,130
1,1938,3,1,27
2,1937,3,1,NA
1,1959,5,1,NA
2,1965,5,1,NA
1,1979,7,1,NA
2,1981,7,1,NA
2,2015,1,1,NA
2,2020,1,1,NA
2,1954,7,1,NA
1,1988,8,1,NA
1,1966,7,1,208
1,1931,5,1,NA
2,1939,4,1,NA
1,1937,3,1,NA
2,1942,2,1,NA
1,1944,3,1,NA
1,1991,6,1,324
2,1990,6,1,NA
2,2011,3,1,NA
2,2012,3,1,NA
1,1964,5,1,NA
2,1966,6,1,NA
1,1995,6,1,NA
1,1949,3,1,149
2,1953,4,1,71
1,1948,5,1,52
2,1947,4,1,NA
2,1940,3,1,27
2,1949,4,1,NA
1,1955,5,1,NA
2,1957,5,1,NA
2,1955,5,1,NA
2,1948,3,1,NA
1,1956,5,1,172
1,1984,6,1,200
1,1971,7,1,108
2,1978,8,1,417
1,1976,5,1,390
2,1978,6,1,170
1,2006,4,1,NA
2,2009,3,1,NA
1,2013,3,1,NA
1,1946,5,1,NA
2,1953,4,1,NA
1,1988,7,1,417
2,1988,7,1,0
1,2020,1,1,NA
2,1943,3,1,NA
2,1963,5,1,314
1,1995,5,1,212
1,1978,7,1,382
2,1979,7,1,NA
1,2010,3,1,NA
1,2014,3,1,NA
2,1960,5,1,NA
2,2008,4,1,NA
2,1958,5,1,NA
2,1956,3,1,20
1,1957,4,1,NA
2,1959,3,1,NA
1,1965,7,1,589
2,1969,5,1,202
2,1996,7,1,267
1,1949,5,1,NA
1,1945,4,1,NA
2,1949,4,1,NA
1,1981,5,1,NA
2,2015,1,1,NA
1,1967,4,1,NA
2,1983,5,1,NA
2,1951,5,1,27
1,1946,3,1,NA
2,1949,3,1,NA
1,1961,4,1,NA
2,1964,5,1,NA
1,1994,5,1,209
2,1991,5,1,NA
1,1959,7,1,NA
2,1958,7,1,178
1,1962,7,1,830
2,1964,5,1,NA
2,1994,7,1,440
1,1964,7,1,340
2,1970,5,1,108
1,1996,5,1,110
1,1956,7,1,NA
2,1956,5,1,NA
1,1981,7,1,295
2,1983,7,1,135
2,2020,1,1,NA
2,1938,3,1,NA
1,1984,9,1,520
2,1988,7,1,590
2,2018,1,1,NA
2,1969,7,1,350
1,1941,8,1,NA
2,1941,7,1,NA
1,1960,4,1,275
2,1961,4,1,25
1,1989,6,1,NA
1,1947,5,1,NA
2,1948,5,1,NA
1,1965,7,1,567
2,1968,7,1,NA
1,1997,7,1,NA
1,1982,7,1,417
1,1973,6,1,510
2,1978,5,1,NA
1,2003,5,1,NA
2,2006,4,1,NA
1,1959,5,1,NA
2,1965,5,1,200
1,1972,5,1,200
1,1948,5,1,NA
2,1944,5,1,NA
1,1946,5,1,NA
2,1953,4,1,NA
2,1956,3,1,NA
1,1946,5,1,230
2,1954,4,1,170
1,1952,5,1,200
2,1960,4,1,NA
1,1944,2,1,NA
2,1941,4,1,27
1,1977,7,1,NA
1,1949,3,1,NA
2,1955,3,1,NA
1,2005,5,1,NA
1,1953,5,1,128
2,1954,5,1,NA
2,1985,7,1,138
1,1938,5,1,NA
2,1945,4,1,NA
1,1981,6,1,711
2,1979,6,1,91
2,2012,3,1,NA
1,1945,3,1,190
1,1956,5,1,NA
2,1956,5,1,60
2,1966,5,1,NA
2,1988,7,1,NA
1,2002,5,1,133
2,1941,3,1,NA
1,1963,4,1,260
1,1952,3,1,NA
2,1948,4,1,NA
1,1970,5,1,184
1,1985,6,1,230
2,1994,5,1,NA
1,2017,1,1,NA
2,2019,1,1,NA
2,2020,1,1,NA
2,1941,3,1,27
1,1971,5,1,280
2,1985,3,1,239
1,2010,3,1,NA
1,2012,3,1,NA
2,1934,3,1,NA
1,1943,3,1,NA
2,1949,3,1,27
2,2001,5,1,240
1,1967,7,1,NA
1,1938,7,1,NA
2,1969,8,1,NA
2,2008,4,1,NA
2,2008,4,1,NA
2,1947,4,1,NA
1,1961,3,1,NA
2,1946,5,1,NA
1,1963,4,1,NA
2,1959,3,1,NA
1,1978,7,1,NA
2,1946,2,1,NA
1,1980,7,1,383
2,1981,7,1,0
2,2016,1,1,NA
1,2018,1,1,NA
1,1948,7,1,NA
2,1948,7,1,NA
1,1955,8,1,NA
2,1955,7,1,NA
1,1965,4,1,NA
1,1943,7,1,NA
2,1947,4,1,NA
1,1961,5,1,NA
2,1974,5,1,NA
1,2002,5,1,NA
1,2005,5,1,NA
2,1949,3,1,NA
2,1939,3,1,NA
1,1964,7,1,320
2,1969,5,1,139
2,1996,6,1,295
1,1998,7,1,NA
1,1960,7,1,NA
1,1986,6,1,250
1,1945,6,1,NA
2,1949,7,1,27
2,1955,3,1,NA
1,1947,3,1,NA
1,1979,6,1,NA
1,1954,3,1,NA
1,1993,6,1,NA
2,1938,2,1,27
1,1943,4,1,NA
2,1950,4,1,NA
2,1947,5,1,NA
1,1976,7,1,685
2,1975,8,1,594
2,2015,1,1,NA
1,1974,7,1,150
2,1971,4,1,NA
2,2012,3,1,NA
1,2014,3,1,NA
1,1942,5,1,NA
2,1944,3,1,NA
2,1941,3,1,27
1,1963,3,1,159
1,1954,3,1,NA
2,1957,3,1,NA
2,1934,3,1,NA
2,1942,5,1,NA
2,1949,3,1,NA
2,1956,6,1,NA
2,1985,9,1,170
2,1982,8,1,417
2,1949,5,1,NA
1,1977,7,1,NA
2,1957,3,1,NA
2,1982,6,1,400
1,1947,4,1,NA
2,1948,3,1,NA
1,1965,5,1,NA
2,1964,5,1,NA
2,1996,7,1,260
2,1932,5,2,NA
2,1933,3,2,NA
2,1943,2,2,NA
2,1946,3,2,NA
2,1943,4,2,NA
2,1948,3,2,NA
2,1944,4,2,NA
1,1996,7,6,700
1,1963,5,2,NA
2,1964,5,2,NA
1,1992,7,2,250
1,1994,7,2,300
1,1947,3,2,NA
2,1946,3,2,NA
2,1973,5,2,NA
2,1996,7,2,NA
1,1959,4,2,NA
2,1931,3,2,NA
1,1951,7,2,NA
2,1954,4,2,70
2,1958,5,2,242
2,1964,5,2,250
2,1990,7,2,180
2,1992,6,2,333
1,1967,5,2,NA
2,1971,5,2,NA
1,1969,5,2,NA
2,1970,5,2,220
1,1997,7,2,NA
1,1938,3,2,NA
2,1944,4,2,27
1,1974,5,2,250
2,1980,5,2,NA
1,2015,1,2,NA
2,1961,5,2,NA
1,1999,6,2,NA
1,1970,7,2,NA
2,1940,3,2,NA
2,1944,5,2,NA
1,1936,5,2,NA
2,1946,3,2,27
2,1949,3,2,NA
2,1954,4,2,NA
1,1961,5,2,NA
1,1950,4,2,27
1,1947,7,2,NA
2,1954,5,2,NA
1,1972,5,2,400
1,2011,3,2,NA
1,1957,4,2,NA
2,1962,4,2,232
1,1951,4,2,NA
2,1955,3,2,NA
1,1991,6,2,274
1,1976,5,2,194
2,1980,5,2,106
1,2006,4,2,NA
2,2009,3,2,NA
2,1942,5,2,NA
1,1992,7,2,417
2,1936,5,2,NA
1,1990,7,2,267
2,1991,7,2,NA
1,1961,4,2,NA
2,1962,5,2,NA
2,1991,6,2,NA
2,1973,5,2,NA
2,1996,5,2,183
2,1992,7,2,320
1,1954,3,2,NA
2,1962,3,2,NA
1,1976,7,2,667
2,1984,7,2,NA
2,2019,1,2,NA
1,1983,7,2,350
2,1983,5,2,200
2,2010,3,2,NA
2,2014,3,2,NA
1,1983,4,2,325
2,1983,6,2,NA
2,2007,4,2,NA
2,2010,3,2,NA
2,2014,3,2,NA
1,1972,5,2,320
2,1971,5,2,NA
2,1995,6,2,200
1,1983,5,2,300
2,1983,5,2,240
2,1964,5,2,NA
2,1956,3,2,NA
2,1943,3,2,27
1,1945,4,2,27
2,1952,3,2,NA
1,1977,5,2,460
1,1980,5,2,450
1,1942,5,2,27
2,1938,3,2,27
1,1956,4,2,NA
2,1955,4,2,NA
2,1991,4,2,NA
2,1955,3,2,NA
2,1935,2,2,27
1,1959,5,2,330
2,1960,4,2,NA
1,1981,5,2,380
2,1981,5,2,220
1,2018,1,2,NA
2,1959,3,2,NA
1,1983,7,2,180
1,1954,5,2,NA
2,1955,3,2,NA
2,1948,3,2,NA
1,1987,7,2,600
2,1987,7,2,NA
2,2013,3,2,NA
2,2015,1,2,NA
2,1955,3,2,80
1,1953,3,2,NA
2,1959,3,2,NA
1,1951,5,2,NA
2,1951,4,2,NA
1,1952,4,2,NA
2,1955,3,2,NA
2,1949,2,2,NA
1,1943,3,2,NA
1,1956,7,2,260
2,1957,5,2,167
2,1934,3,2,NA
1,1963,5,2,NA
2,1964,7,2,331
1,1958,4,2,NA
1,1931,3,2,NA
1,1931,3,2,NA
1,1953,3,2,NA
2,1955,3,2,168
2,1958,7,2,226
2,1940,3,2,NA
2,1956,4,2,NA
2,1945,5,2,27
2,1935,3,2,NA
1,1995,5,2,70
1,1973,7,2,873
2,1974,7,2,NA
1,2002,7,2,NA
1,2005,5,2,NA
1,1962,3,2,NA
1,1948,3,2,27
1,1975,5,2,300
2,1979,6,2,250
2,2005,5,2,NA
1,2007,4,2,NA
2,2011,3,2,NA
1,1954,4,2,NA
2,1956,4,2,NA
1,1956,4,2,100
1,1970,5,2,NA
1,1947,3,2,NA
1,1947,4,2,NA
2,1952,3,2,NA
1,1954,3,2,NA
2,1959,3,2,NA
1,1949,5,2,NA
1,1956,4,2,NA
2,1962,4,2,210
2,1945,4,2,90
1,1952,5,2,NA
2,1955,5,2,NA
1,1952,3,2,NA
2,1944,3,2,NA
2,1932,3,2,NA
1,1945,3,2,NA
2,1954,3,2,NA
1,1948,5,2,NA
2,1955,5,2,NA
1,1943,3,2,NA
2,1945,3,2,NA
1,1974,7,2,833
2,1949,3,2,NA
1,1947,3,2,NA
2,1948,3,2,NA
1,1963,4,2,298
1,1935,5,2,NA
2,1937,3,2,NA
1,1957,4,2,NA
2,1962,3,2,NA
1,1968,5,2,NA
2,1968,2,2,NA
2,1946,4,2,NA
2,1953,4,2,NA
1,1956,5,2,NA
1,1936,5,2,NA
2,1942,3,2,NA
1,1956,7,2,NA
2,1957,5,2,NA
1,1968,5,2,524
2,1972,7,2,39
2,1997,7,2,42
2,1999,7,2,42
1,1958,5,2,265
2,1962,5,2,NA
1,1984,5,2,250
2,1959,2,2,126
1,1937,3,2,NA
2,1945,2,2,NA
1,1968,7,2,667
2,1970,9,2,NA
1,2010,3,2,NA
2,2011,3,2,NA
1,1943,4,2,NA
2,1944,3,2,NA
1,1952,8,2,170
2,1950,7,2,NA
1,1960,4,2,268
2,1963,4,2,130
2,1934,4,2,25
1,1959,5,2,NA
2,1959,5,2,NA
1,1945,5,2,124
2,1953,3,2,NA
2,1941,3,2,NA
1,1942,3,2,25
2,1945,3,2,NA
1,1946,3,2,NA
2,1941,2,2,27
1,1961,6,2,NA
2,1970,5,2,164
1,1995,5,2,115
2,1947,3,2,NA
1,1964,4,2,NA
2,1966,5,2,NA
1,1949,8,2,23
2,1953,5,2,174
1,1949,5,2,230
2,1952,3,2,NA
1,1964,5,2,NA
2,1970,5,2,65
2,2008,4,2,NA
1,2012,3,2,NA
2,1947,5,2,NA
1,1953,3,2,NA
2,1947,3,2,NA
1,1945,5,2,NA
2,1944,3,2,27
1,1967,5,2,NA
2,1978,5,2,180
2,2004,5,2,NA
1,1989,7,2,NA
2,1987,7,2,340
1,1964,6,2,483
1,1997,7,2,243
2,1968,5,2,NA
2,1995,7,2,250
2,1962,4,2,NA
1,1995,5,2,NA
2,1953,3,2,NA
2,1942,3,2,27
1,1975,5,2,NA
1,1941,2,2,NA
1,1956,3,2,NA
1,1971,5,2,898
2,1976,5,2,240
2,2001,7,2,220
1,2004,5,2,NA
2,1945,3,2,NA
1,1991,5,2,350
2,1987,8,2,50
1,2018,1,2,NA
1,1984,8,2,383
2,1988,7,2,NA
2,2014,3,2,NA
2,2016,1,2,NA
1,2019,1,2,NA
1,1993,6,2,377
1,1946,5,2,NA
2,1953,5,2,NA
1,1964,7,2,NA
2,1970,5,2,NA
1,1994,7,2,NA
2,1996,7,2,267
2,1948,3,2,NA
2,1941,4,2,NA
2,1943,4,2,27
1,1954,5,2,NA
2,1957,5,2,NA
2,1945,4,2,27
1,1960,5,2,264
2,1964,4,2,NA
2,1960,5,2,40
2,1986,5,2,NA
2,1989,7,2,220
1,1968,5,2,NA
2,1967,5,2,NA
2,1992,7,2,230
1,1942,5,2,NA
1,1970,5,2,510
2,1972,5,2,300
1,2003,5,2,NA
2,2008,4,2,NA
1,1959,5,2,NA
2,1960,5,2,NA
1,1989,7,2,327
2,1994,7,2,NA
1,1953,7,2,220
2,1955,5,2,84
1,1961,7,2,250
2,1968,5,2,NA
1,1992,7,2,300
2,1971,5,2,165
1,2000,7,2,NA
2,1972,5,2,517
2,1999,5,2,180
1,1944,4,2,27
2,1947,3,2,NA
2,1950,3,2,NA
1,1942,7,2,12
2,1945,2,2,NA
1,1971,7,2,460
2,1975,7,2,180
2,2006,4,2,NA
1,2008,4,2,NA
2,1944,5,2,NA
2,1946,4,2,270
2,1946,7,2,NA
1,1959,3,2,NA
2,1984,5,2,110
1,2007,4,2,NA
2,2009,3,2,NA
1,2015,1,2,NA
2,2018,1,2,NA
2,1938,5,2,NA
1,1960,6,2,NA
2,1963,6,2,NA
1,1956,4,2,NA
2,1957,3,2,170
2,1939,3,2,27
1,1963,5,2,NA
1,1997,5,2,100
1,1999,5,2,NA
2,1935,3,2,NA
1,1973,5,2,NA
2,1938,3,2,NA
1,1961,5,2,NA
2,1963,5,2,NA
1,1989,6,2,235
2,1941,2,2,27
2,2005,5,2,NA
2,1943,3,2,27
2,1940,3,2,27
2,1936,3,2,NA
1,1954,5,2,198
2,1956,3,2,198
1,1979,7,2,343
2,1984,6,2,345
2,1935,3,2,NA
2,1941,7,2,NA
1,1965,7,2,258
1,1955,4,2,NA
2,1959,4,2,NA
1,1959,6,2,NA
2,1961,5,2,NA
2,2000,7,2,35
1,2004,5,2,NA
2,2006,5,2,NA
2,1948,4,2,NA
1,1962,5,2,NA
2,1961,5,2,458
1,1956,4,2,NA
2,1958,6,2,221
2,1931,2,2,NA
1,1952,4,2,NA
2,1958,3,2,286
1,1945,3,2,NA
2,1952,3,2,NA
1,1972,7,2,515
2,1974,8,2,188
2,2005,5,2,NA
1,2013,3,2,NA
1,1967,5,2,450
2,1968,5,2,120
2,1997,6,2,358
1,1958,7,2,200
2,1964,6,2,NA
2,1991,9,2,NA
1,1965,8,2,1393
2,1969,7,2,NA
1,1996,7,2,NA
2,1995,8,2,358
2,1945,3,2,NA
1,1962,5,2,209
2,1964,3,2,NA
2,1946,3,2,NA
1,1954,3,2,NA
2,1985,5,2,70
2,1951,4,2,NA
1,1937,3,2,NA
1,1938,3,2,27
2,1975,7,2,542
1,1990,7,2,380
2,1981,7,2,NA
2,1948,3,2,NA
1,1949,5,2,NA
2,1949,4,2,NA
2,1975,5,2,NA
1,1978,7,2,NA
1,1963,5,2,NA
2,1964,4,2,NA
2,1955,2,2,NA
1,1975,5,2,NA
2,1971,5,2,NA
1,2003,5,2,NA
1,1960,5,2,NA
2,1963,5,2,NA
2,1988,7,2,456
1,1957,6,2,313
2,1959,7,2,200
1,1965,7,2,593
2,1966,5,2,NA
1,1999,7,2,NA
1,1985,5,2,310
2,1985,5,2,NA
1,2017,1,2,NA
2,2020,1,2,NA
1,1971,5,2,250
2,1973,5,2,NA
1,1988,7,2,NA
2,1958,7,2,NA
2,1959,3,2,NA
2,1957,5,2,NA
2,1960,5,2,NA
1,1971,6,2,371
2,1975,5,2,NA
1,2006,4,2,NA
1,2009,3,2,NA
1,1941,7,2,NA
2,1945,5,2,NA
1,1983,8,2,885
2,1986,8,2,NA
1,1986,7,2,931
