"성별","연도","교육","지역","월급"
2,1960,4,4,NA
1,1951,4,3,230
2,1954,3,3,NA
2,1939,2,3,NA
1,1961,4,3,NA
2,1935,2,3,NA
2,1934,3,3,NA
2,1950,5,3,198
1,1937,4,3,NA
1,1952,4,3,NA
2,1955,4,3,NA
1,1972,5,3,367
2,1974,5,3,153
1,2001,7,3,NA
1,1959,5,3,352
2,1962,5,3,NA
1,1994,5,3,NA
1,1963,7,3,NA
2,1962,7,3,529
1,1991,8,3,NA
2,1995,7,2,375
1,1961,5,3,1000
2,1965,5,3,NA
1,1992,7,3,NA
1,1959,3,3,273
2,1965,3,3,NA
2,1989,7,1,NA
2,1991,7,1,198
1,1953,3,4,200
2,1958,3,4,NA
1,1982,7,3,289
1,1955,5,3,NA
2,1957,4,3,NA
2,1982,6,3,417
1,1982,7,3,425
2,2011,3,3,NA
1,2014,3,3,NA
1,2016,1,3,NA
2,1954,3,3,NA
2,1949,3,4,70
1,1948,3,3,NA
2,1950,3,3,NA
1,1976,7,3,600
2,1978,8,3,222
2,2012,3,3,NA
2,2013,3,3,NA
2,2018,1,3,NA
2,1982,6,3,483
1,1980,7,3,375
2,2008,4,3,NA
1,2015,1,3,NA
1,1940,5,3,27
2,1944,4,3,27
1,1969,5,3,272
2,1972,5,3,NA
2,2000,7,3,80
1,2009,3,3,NA
1,1957,5,3,NA
1,1985,7,3,230
1,1976,7,3,608
2,1976,7,3,218
2,2004,5,3,NA
1,2012,3,3,NA
1,1972,5,3,593
2,1972,5,3,120
1,1999,7,3,NA
2,1949,4,3,NA
1,1975,7,3,778
2,1978,6,3,199
1,2006,4,3,NA
2,2007,4,3,NA
2,1966,4,3,NA
2,1987,7,3,NA
1,1989,7,3,655
2,2015,1,3,NA
2,2019,1,3,NA
1,1973,5,3,610
2,1974,5,3,NA
2,2001,7,3,NA
1,2004,5,3,NA
1,1955,5,3,NA
2,1961,5,3,NA
1,1997,6,3,191
1,1970,8,3,1026
2,1975,6,3,NA
2,2003,5,3,NA
1,2007,4,3,NA
1,1962,5,3,764
2,1964,5,3,NA
2,1989,7,2,316
1,1986,7,2,674
2,2017,1,2,NA
1,2019,1,2,NA
2,1994,7,1,280
1,1963,5,3,684
2,1967,5,3,75
1,1991,7,2,519
1,1967,7,3,1096
2,1970,7,3,210
1,1999,7,3,NA
2,2002,7,3,NA
1,1960,5,4,NA
2,1961,5,4,NA
2,1985,7,3,315
1,1980,7,3,0
2,2013,3,3,NA
2,2014,3,3,NA
1,1974,6,3,NA
2,1976,5,3,NA
1,2003,5,3,NA
1,2005,5,3,NA
1,2012,3,3,NA
1,1962,5,3,837
2,1964,5,3,235
1,1994,6,3,294
1,1963,5,3,623
2,1967,5,3,267
2,1995,7,3,250
1,1969,5,3,938
2,1971,5,3,50
2,1998,7,3,NA
1,1962,6,3,885
2,1962,5,3,NA
2,1988,7,3,NA
1,1991,8,5,281
2,1993,8,5,277
1,1974,5,3,928
2,1978,6,3,NA
2,2005,5,3,NA
1,2006,4,3,NA
1,1952,4,3,297
2,1957,4,3,NA
1,1963,6,3,977
2,1964,5,3,NA
2,1995,6,3,NA
1,1988,7,3,455
2,1988,7,3,811
2,2016,1,3,NA
2,2019,1,3,NA
2,1948,4,3,27
1,1961,4,2,676
2,1963,3,2,193
1,1990,7,2,299
2,1989,8,2,NA
2,2018,1,2,NA
2,1985,7,1,419
1,1961,5,3,663
2,1959,5,3,NA
2,1992,7,3,NA
1,1980,6,3,929
2,1981,6,3,50
1,2011,3,3,NA
1,2013,3,3,NA
1,1952,3,3,174
2,1956,4,3,NA
1,1983,6,3,233
2,1950,4,3,NA
1,1958,5,3,NA
2,1963,5,3,NA
1,1993,7,3,NA
1,1955,5,3,NA
2,1958,5,3,NA
1,1983,7,3,502
2,1987,6,3,NA
1,2017,1,3,NA
1,2019,1,3,NA
1,1939,2,3,NA
1,1945,4,3,NA
1,1962,5,3,1093
1,1989,7,3,NA
2,1964,5,3,200
2,1941,3,3,NA
2,1930,2,3,NA
1,1944,4,3,NA
2,1956,4,3,NA
2,1981,8,3,333
1,1948,4,3,NA
2,1953,3,3,NA
1,1975,6,4,352
2,1980,6,4,NA
1,2009,3,4,NA
1,2011,3,4,NA
1,2013,3,4,NA
1,1944,3,3,NA
2,1952,3,3,72
2,1963,4,3,NA
1,1957,5,3,NA
1,1989,6,3,210
1,1963,4,3,NA
2,1969,4,3,139
2,1990,6,3,NA
1,1954,5,3,NA
2,1955,4,3,NA
1,1980,6,3,50
2,1983,7,3,243
1,1940,2,3,NA
2,1949,2,3,NA
2,1980,6,3,NA
2,1928,2,3,NA
1,1974,5,3,NA
2,1981,5,3,325
2,2006,4,3,NA
1,2010,3,3,NA
1,1939,3,3,NA
2,1943,2,3,NA
2,1938,3,3,NA
2,1946,3,3,NA
2,1969,6,3,205
1,1992,5,3,265
1,1993,5,3,248
2,1950,5,3,NA
1,2009,3,3,NA
1,1980,7,2,NA
2,1982,7,2,328
1,2010,3,2,NA
2,2012,3,2,NA
1,1957,5,2,201
2,1957,3,1,243
1,1966,5,2,272
2,1975,5,2,218
1,1937,2,2,NA
2,1940,3,2,NA
2,1961,4,2,158
1,1985,6,2,436
2,1986,6,2,50
1,2010,3,2,NA
1,2012,3,2,NA
1,2017,1,2,NA
1,1954,7,2,NA
2,1958,5,2,NA
1,1982,5,2,NA
1,1944,7,2,NA
2,1949,5,2,NA
2,1953,4,2,NA
1,1961,5,2,190
2,1963,5,2,NA
1,1990,7,2,NA
1,1947,5,2,NA
2,1964,5,2,175
1,1928,3,2,NA
2,1936,2,2,NA
1,1947,5,2,NA
2,1948,4,2,NA
1,1943,5,2,NA
2,1952,5,2,NA
2,1949,5,2,NA
1,1966,5,2,264
1,1996,6,2,217
1,1973,5,2,NA
2,1975,5,2,200
2,2004,5,2,NA
1,2007,4,2,NA
1,1979,8,2,439
2,1981,8,2,NA
2,2019,1,2,NA
2,1949,2,2,NA
1,1957,4,2,NA
2,1963,5,2,NA
2,1990,7,2,NA
1,1993,6,2,413
2,1938,3,2,NA
1,1991,6,2,292
1,1949,3,2,NA
1,1951,3,2,230
2,1955,4,2,168
1,1978,7,2,250
2,1948,3,2,NA
1,1952,5,2,230
2,1959,5,2,280
2,1992,7,2,NA
1,1975,9,5,1183
2,1974,9,5,996
1,1945,3,2,NA
2,1947,3,2,NA
1,1971,5,2,293
1,1964,4,2,352
2,1969,5,2,NA
2,2004,5,2,NA
1,1964,7,2,NA
2,1970,5,2,NA
2,2004,5,2,NA
1,1983,5,2,NA
1,1949,3,2,NA
2,1950,3,2,NA
1,1975,7,2,200
1,1938,3,2,NA
1,1973,5,2,NA
2,1975,5,2,214
1,2005,5,2,NA
2,1946,3,2,NA
2,1953,2,2,NA
1,1961,6,2,NA
2,1961,5,2,NA
2,1987,5,2,NA
2,1936,6,2,NA
1,1942,4,2,NA
2,1942,3,2,NA
1,1953,5,2,NA
2,1959,5,2,NA
1,1983,6,2,347
1,1963,4,2,466
2,1968,5,2,153
1,1992,7,2,321
2,1973,5,2,NA
1,1975,5,2,NA
2,1960,4,2,NA
2,2001,5,2,NA
1,1963,3,5,350
1,1958,5,2,315
2,1965,4,2,NA
2,1989,7,2,300
2,1991,6,2,408
2,1997,6,2,253
1,1960,5,2,250
2,1933,3,2,NA
1,1952,3,2,NA
2,1960,5,2,NA
1,1957,5,2,NA
1,1944,2,2,NA
1,1953,4,2,NA
1,1990,5,2,271
1,1957,3,2,247
2,1960,3,2,88
1,1977,8,2,453
2,1978,5,2,105
1,1972,5,2,424
2,2011,3,2,NA
2,2016,1,2,NA
1,1960,4,2,NA
2,1964,4,2,80
1,1996,6,2,NA
1,1988,7,2,NA
2,1989,7,2,NA
1,1952,5,2,NA
2,1936,2,2,NA
1,1973,5,2,266
2,1973,5,2,241
1,1997,5,2,NA
2,1999,5,2,201
1,1995,6,2,NA
2,1966,5,2,303
1,1965,7,2,NA
2,1968,7,2,NA
1,2001,7,2,30
1,2004,5,2,NA
1,1970,5,2,NA
2,1977,6,2,261
2,1998,6,2,208
1,2001,5,2,NA
2,2003,5,2,NA
2,1946,3,2,72
2,1966,4,2,192
2,1995,6,2,48
1,1997,6,2,290
2,1938,2,2,NA
1,1974,5,2,412
1,1944,5,6,NA
2,1952,3,6,79
2,1948,3,2,120
1,1970,5,2,150
1,1975,5,2,160
1,1935,4,5,NA
2,1939,3,5,NA
1,1939,4,2,27
2,1942,3,2,27
1,1967,4,2,NA
2,1977,5,2,NA
1,1969,5,2,NA
1,2009,3,2,NA
1,2010,3,2,NA
1,1942,3,2,20
2,1955,3,2,160
1,1974,5,2,230
2,1964,5,2,195
2,1970,4,2,NA
1,1965,7,2,342
2,1965,6,2,309
1,1996,6,2,200
2,1992,6,2,117
1,1991,6,2,500
1,2020,1,2,NA
1,1959,5,2,NA
2,1968,5,2,NA
2,1992,6,2,270
2,1989,7,2,239
1,1989,7,2,406
2,1947,3,2,NA
2,1975,5,2,170
1,1972,5,2,450
1,2011,3,2,NA
1,2013,3,2,NA
2,1999,5,2,239
1,1926,2,2,NA
2,1934,2,2,NA
2,1997,5,2,60
2,1944,3,2,NA
1,2015,1,2,NA
2,1943,4,2,NA
1,1938,5,2,NA
1,1959,5,2,179
2,1960,5,2,NA
1,1988,5,2,304
1,1953,4,2,190
2,1960,4,2,214
1,1982,7,2,310
1,1965,7,2,NA
2,1967,8,2,NA
1,1995,6,2,310
2,1940,3,2,NA
1,1947,4,2,27
2,1952,3,2,NA
2,1967,5,2,NA
1,1937,4,2,NA
2,1941,3,2,NA
2,1951,3,2,NA
2,1971,5,2,861
1,1995,5,2,372
1,1997,7,2,NA
1,1955,4,2,NA
2,1961,4,2,NA
1,1991,5,2,365
2,1949,3,2,12
1,1978,6,2,202
2,1973,7,1,300
1,1971,7,1,NA
2,2007,4,1,NA
2,2009,3,1,NA
1,1967,7,2,601
2,1969,5,2,234
2,1995,6,2,328
1,1998,7,2,NA
1,1952,4,2,NA
2,1960,4,2,84
2,1984,5,2,NA
1,1980,5,2,NA
1,2016,1,2,NA
1,2018,1,2,NA
1,1953,5,3,NA
1,1980,5,2,235
2,1951,3,2,NA
1,1974,5,2,305
2,1975,5,2,NA
2,2012,3,2,NA
1,1963,4,2,310
2,1971,4,2,NA
2,1993,5,2,200
1,1952,4,2,152
2,1953,4,2,164
1,1971,7,2,593
2,1948,3,2,NA
2,1954,3,2,NA
2,1945,3,2,NA
2,1952,3,2,13
2,1979,5,5,50
2,2012,3,5,NA
1,2017,1,5,NA
1,1972,5,4,NA
2,1966,6,4,NA
1,2007,4,4,NA
2,2011,3,4,NA
1,1942,5,2,NA
1,1987,9,2,210
2,1987,7,2,260
2,1962,5,2,185
1,1969,7,2,NA
2,1975,5,2,NA
2,2000,6,2,190
1,2001,5,2,NA
2,2004,5,2,NA
2,2006,4,2,NA
1,1960,7,2,446
2,1961,7,2,300
2,1995,7,2,NA
1,1993,7,1,768
1,1952,6,2,210
2,1957,5,2,NA
2,1979,7,2,NA
1,1976,7,2,500
2,2008,4,2,NA
2,2010,3,2,NA
2,1981,7,2,NA
1,1982,7,2,343
2,2015,1,2,NA
1,1963,7,2,1134
2,1966,7,2,NA
2,1993,7,2,550
1,1995,7,2,NA
2,1937,3,2,NA
1,1965,7,2,312
2,1967,6,2,NA
2,1997,6,1,NA
1,1960,6,2,100
2,1963,7,2,NA
1,1941,5,2,NA
2,1947,4,2,NA
2,1965,5,2,NA
1,1956,2,2,NA
2,1960,3,2,NA
1,1963,6,2,NA
2,1965,6,2,255
2,1998,7,2,313
2,2000,6,2,NA
1,2003,5,2,NA
1,1965,5,2,NA
2,2000,6,2,NA
1,2003,5,2,NA
2,1973,7,2,375
1,1934,3,2,NA
2,1938,3,2,NA
1,1971,7,2,NA
2,1972,6,2,NA
2,1999,7,2,NA
2,2000,7,2,NA
1,1971,5,1,420
2,1971,6,1,188
2,2004,5,1,NA
1,1931,6,2,NA
2,1939,3,2,NA
1,1968,7,2,503
2,1969,7,2,120
1,1998,7,2,NA
1,2002,7,2,NA
1,1968,5,2,NA
2,1971,5,2,100
2,2000,7,2,110
1,2005,5,2,NA
2,1930,2,2,NA
1,1937,5,2,NA
2,1941,7,2,NA
2,1971,8,6,833
2,1960,5,6,NA
1,1941,4,5,NA
1,1971,5,2,445
2,1971,5,2,287
1,1994,5,2,150
2,1996,5,2,200
1,2002,7,2,NA
1,1963,5,2,375
2,1972,5,2,217
1,1994,5,2,240
1,1996,6,2,200
1,1946,5,2,NA
1,1978,5,2,320
1,1978,6,2,325
2,1973,6,2,NA
1,1969,5,6,NA
2,1967,5,6,NA
2,2004,5,6,NA
1,2006,4,6,NA
1,1945,3,6,NA
2,1950,3,6,27
1,1969,6,2,NA
2,1965,7,2,NA
2,1994,7,2,600
1,1975,8,2,458
2,1975,8,2,522
2,2008,4,2,NA
2,2011,3,2,NA
1,1959,4,2,280
2,1964,4,2,150
1,1987,6,2,NA
2,1932,3,2,NA
1,1950,3,2,NA
2,1948,3,2,227
2,1978,7,2,307
1,1980,8,2,434
1,2014,3,2,NA
2,2015,1,2,NA
2,1942,2,2,NA
2,1974,5,2,313
2,2002,7,2,80
2,1980,8,1,774
1,1947,5,2,NA
2,1944,5,2,NA
2,1967,5,2,160
1,1991,5,2,200
2,1942,3,2,NA
1,1967,5,2,NA
1,1958,3,2,NA
2,1962,5,2,NA
1,1990,6,2,315
2,1995,7,2,221
2,1971,5,2,NA
1,1993,7,2,300
1,2001,6,2,NA
1,2006,4,2,NA
1,1968,8,2,183
2,1973,8,2,744
2,2003,5,2,NA
1,1954,7,2,339
2,1959,7,2,NA
1,1990,7,2,734
1,1986,7,2,498
2,1986,7,2,0
1,2020,1,2,NA
2,1938,3,2,NA
1,1973,7,2,393
2,1978,6,2,180
1,2004,5,2,NA
2,2007,4,2,NA
1,1974,6,2,366
2,1974,7,2,NA
1,1972,7,2,518
2,1971,5,2,100
2,2005,5,2,NA
1,1971,7,2,833
2,1978,6,2,NA
1,2002,7,2,NA
1,2005,5,2,NA
1,2015,1,2,NA
1,1962,5,2,NA
2,1966,5,2,NA
1,1992,7,2,230
1,1948,3,2,NA
2,1956,2,2,NA
1,1980,5,2,360
1,1976,5,2,NA
1,1950,5,2,NA
2,1943,3,2,27
2,1939,4,2,98
1,1969,5,2,NA
1,1963,7,2,NA
2,1974,7,2,NA
1,1947,5,2,NA
2,1949,4,2,110
1,1960,5,5,493
2,1989,6,5,197
2,1990,6,5,275
2,1966,4,5,297
2,1935,3,7,NA
2,1992,6,5,324
1,1970,5,2,440
2,1971,5,2,400
2,1999,6,2,185
2,2000,7,2,NA
1,1966,5,2,NA
2,1969,5,2,NA
2,1994,5,2,250
2,1992,6,2,NA
1,1996,5,2,340
1,1998,6,2,NA
1,1973,6,2,333
1,2000,5,2,290
2,1973,5,2,333
1,1955,5,6,NA
2,1961,5,6,NA
1,1980,6,6,418
2,1986,5,6,NA
2,2014,3,6,NA
1,2018,1,6,NA
1,1978,7,1,617
2,1978,8,1,275
2,1962,3,2,20
2,1987,5,2,NA
2,1963,5,2,NA
1,1963,4,2,600
2,1995,5,2,340
1,1988,6,2,346
1,1946,4,2,NA
2,1948,4,2,NA
2,1977,6,2,180
1,1978,5,2,320
1,2015,1,2,NA
2,2016,1,2,NA
2,1971,5,2,230
1,1999,6,2,NA
2,2001,6,2,NA
1,1974,4,2,NA
2,1999,3,2,NA
1,2004,5,2,NA
2,2008,4,2,NA
2,1993,5,2,32
1,2018,1,2,NA
1,2019,1,2,NA
2,1975,5,2,140
1,2001,5,2,NA
1,1976,5,2,329
1,2016,1,2,NA
2,1970,5,2,NA
2,1993,6,2,220
2,1996,7,2,225
1,1999,6,2,NA
2,1936,2,2,NA
1,1961,5,2,NA
2,1996,5,2,NA
1,1994,7,2,240
1,2020,1,2,NA
1,1994,5,3,200
1,1994,6,2,NA
2,1941,2,2,NA
2,1931,3,2,NA
1,1961,5,2,NA
2,1942,2,2,NA
2,1954,7,2,NA
1,1954,5,2,NA
2,1956,5,2,NA
1,1983,5,2,230
2,1987,7,2,NA
1,1980,7,2,250
2,2020,1,2,NA
1,1946,7,2,56
2,1950,5,2,NA
2,1939,2,2,NA
1,1936,4,1,NA
1,1945,5,5,NA
2,1948,5,5,NA
2,1974,5,5,229
1,1964,5,2,280
2,1963,5,2,273
2,1990,7,2,210
1,1992,7,2,270
1,1944,5,2,NA
2,1946,5,2,NA
1,1975,8,2,541
2,1979,7,2,159
2,2011,3,2,NA
2,2014,3,2,NA
2,1954,4,1,NA
1,1931,4,2,NA
1,1953,3,2,160
2,1958,3,2,205
1,1983,7,2,450
2,1988,6,2,NA
2,2017,1,2,NA
2,2020,1,2,NA
2,1976,7,2,243
1,1982,8,2,403
1,2013,3,2,NA
2,2015,1,2,NA
2,2017,1,2,NA
1,1958,5,2,360
2,1959,5,2,NA
2,1936,5,2,NA
2,1943,3,2,27
1,1975,8,1,483
2,1979,7,1,391
2,2003,5,1,NA
2,2005,5,1,NA
2,2008,4,1,NA
2,1937,2,2,NA
1,1960,5,2,NA
2,1957,5,2,NA
2,1938,2,2,NA
2,1942,4,2,NA
2,1947,2,2,NA
2,1938,2,2,NA
1,1969,5,2,NA
1,1938,3,2,NA
2,1953,3,2,NA
2,1942,3,2,NA
1,1954,7,2,229
2,1959,5,2,NA
1,1971,5,2,NA
2,1974,7,2,NA
1,2002,5,2,NA
1,2006,4,2,NA
2,1960,5,2,50
2,1981,7,2,557
2,1983,7,2,NA
1,1983,7,2,583
1,2016,1,2,NA
2,2021,1,2,NA
1,1954,5,2,415
2,1960,5,2,128
2,1937,4,1,NA
1,1948,7,1,NA
2,1950,5,1,50
1,1959,4,2,230
2,1964,4,2,NA
2,1994,7,2,315
2,1990,5,2,NA
1,1993,5,2,296
2,1991,5,2,210
1,1991,6,2,370
1,1970,5,2,371
2,1984,3,2,NA
2,2011,3,2,NA
1,1959,5,2,218
2,1962,5,2,35
2,1991,6,2,NA
1,1985,7,2,NA
2,2018,1,2,NA
2,1939,3,2,NA
1,1967,5,2,365
2,2001,7,2,81
2,1935,2,2,NA
1,1965,8,2,NA
2,1968,7,2,208
1,1997,7,2,NA
2,2005,5,2,NA
1,1960,4,2,200
2,1960,4,2,NA
1,1997,7,2,150
1,1960,5,2,NA
1,1954,7,4,270
2,1955,3,4,120
1,1969,7,5,242
2,1973,7,5,237
1,2002,5,5,NA
1,2004,5,5,NA
1,1975,7,2,817
2,1980,7,2,435
2,2009,3,2,NA
1,2013,3,2,NA
2,1945,3,2,27
2,1945,3,2,NA
1,1961,5,2,290
2,1964,5,2,270
1,1999,5,2,NA
2,2006,4,2,NA
1,1958,5,2,438
2,1968,7,2,100
1,2004,5,2,NA
1,1973,5,2,441
2,1976,5,2,281
2,1999,5,2,221
1,2002,7,2,NA
1,1975,5,2,340
2,1976,5,2,NA
2,1997,5,2,220
2,2000,6,2,190
1,2004,5,2,NA
2,1946,3,2,100
2,1947,3,2,27
1,1967,5,2,NA
2,1948,4,2,60
1,1957,3,2,NA
2,1968,5,2,NA
2,1992,6,2,NA
1,1995,5,2,100
1,1944,4,2,NA
2,1948,3,2,NA
1,1946,3,2,NA
2,1939,3,2,71
1,1958,5,2,NA
2,1958,4,2,NA
2,1998,7,2,240
1,1959,3,2,200
2,1962,4,2,NA
1,1987,5,2,NA
1,1969,4,2,NA
2,2001,5,2,NA
2,1960,3,2,NA
2,1940,3,2,NA
1,1955,4,2,NA
2,1960,4,2,NA
1,1988,6,2,450
1,1970,6,2,NA
2,1973,5,2,NA
1,1996,7,2,211
2,2000,7,2,NA
1,1971,5,2,667
2,1976,5,2,NA
1,2004,5,2,NA
1,1970,6,2,NA
2,1970,6,2,NA
2,1997,7,2,375
1,2002,5,2,200
2,1941,3,2,NA
2,1937,3,2,27
1,1968,5,2,NA
2,1969,5,2,210
1,1995,5,2,NA
1,1998,7,2,NA
1,1958,5,2,309
2,1975,6,2,201
2,2003,5,2,NA
2,2004,5,2,NA
1,1965,6,2,470
2,1971,8,2,603
2,2002,6,2,NA
2,2003,5,2,NA
2,2008,3,2,NA
1,1960,6,2,NA
2,1961,5,2,NA
1,1989,7,2,620
2,1991,7,2,300
1,1970,7,2,667
2,1973,7,2,208
2,2005,5,2,NA
1,1953,5,2,220
2,1956,4,2,65
1,1980,8,1,432
1,1960,6,7,NA
2,1963,5,7,NA
1,1990,7,7,NA
1,1988,7,7,483
2,1986,7,7,NA
2,2019,1,7,NA
1,1972,6,2,717
2,1974,6,2,NA
1,2002,7,2,NA
1,1959,5,2,310
2,1964,5,2,NA
2,1988,7,2,900
2,1990,7,5,600
1,1957,5,2,307
2,1962,3,2,230
2,1988,6,2,230
2,1997,7,2,NA
2,1986,6,2,NA
1,1983,7,2,644
2,1964,4,2,205
2,1990,5,2,215
1,1997,6,2,228
1,1959,4,2,NA
2,1986,5,2,NA
1,1932,3,2,NA
1,1957,7,2,NA
2,1962,5,2,NA
2,1995,7,2,220
2,1997,5,2,NA
2,1988,8,2,220
1,1964,5,2,NA
2,1972,5,2,231
1,1999,6,2,NA
2,2000,7,2,NA
1,1968,5,2,316
2,1969,5,2,NA
1,1970,5,2,688
2,1971,5,2,NA
2,2000,7,2,NA
2,2006,4,2,NA
2,1965,5,2,220
1,1969,5,2,345
2,1931,2,2,NA
1,1972,9,2,NA
2,1964,5,2,NA
1,1994,5,2,200
2,1991,5,2,NA
1,1985,5,2,419
2,2018,1,2,NA
1,1953,5,2,NA
2,1959,5,2,NA
1,1963,6,2,576
2,1968,3,2,NA
2,1994,7,2,NA
2,1933,3,2,NA
2,1954,5,2,42
1,1958,3,2,NA
2,1961,4,2,NA
2,1992,6,2,240
1,1956,5,2,NA
2,1956,4,2,35
2,1967,7,2,230
2,1987,6,2,432
1,1975,7,2,508
2,1972,5,2,NA
1,2005,5,2,NA
1,1965,5,2,310
1,1967,5,2,290
2,1943,3,2,NA
1,1968,5,2,468
2,1970,5,2,418
2,1997,7,2,NA
1,1999,7,2,NA
1,1964,5,2,310
2,1966,5,2,167
1,1989,5,2,180
1,1967,7,5,211
1,1941,2,2,NA
2,1943,3,2,NA
1,1971,5,2,NA
1,1966,5,2,282
1,1951,7,5,NA
2,1972,5,2,180
2,1947,2,2,NA
1,1985,5,2,570
2,1951,3,2,NA
1,1978,5,2,NA
2,2017,1,2,NA
1,1958,5,2,NA
2,1958,5,2,NA
2,1991,7,2,NA
1,1979,7,2,358
1,2015,1,2,NA
2,2017,1,2,NA
1,1961,3,2,NA
2,1962,3,2,150
2,1933,3,2,NA
1,1961,5,2,110
2,1993,7,1,220
1,1961,5,5,330
2,1958,5,5,NA
2,1995,7,2,110
1,1970,7,2,283
2,1970,5,2,NA
1,1999,5,2,130
1,1969,5,2,469
2,1981,5,2,256
1,2009,3,2,NA
1,2013,3,2,NA
1,1941,5,5,29
2,1943,3,5,NA
1,1962,5,2,260
2,1972,7,2,281
1,2004,5,2,NA
2,2008,4,2,NA
1,1963,5,2,800
2,1965,5,2,500
1,1963,6,2,430
2,1972,5,2,222
1,1995,6,2,275
1,1948,3,2,NA
1,1971,5,2,512
2,1974,5,2,NA
2,1999,7,2,85
1,2002,6,2,NA
1,1964,7,2,150
2,1968,5,2,130
1,1995,5,2,310
2,1997,5,2,260
2,1953,2,2,NA
1,1973,6,2,361
2,1973,5,2,250
2,2000,7,2,NA
1,2002,5,2,220
2,1938,3,2,NA
1,1978,5,6,353
1,1955,4,2,NA
2,1959,4,2,NA
1,1985,7,2,NA
2,1984,6,2,210
1,1980,7,2,327
2,2016,1,2,NA
1,1956,5,2,260
2,1957,5,2,NA
2,1983,7,2,NA
1,1983,7,2,666
2,2013,3,2,NA
2,2013,3,2,NA
1,1981,7,1,343
2,1982,7,1,583
1,2013,3,1,NA
2,1966,5,2,NA
1,1991,6,2,368
2,1994,7,2,260
1,2019,1,2,NA
1,1993,6,2,360
2,1993,7,2,260
1,1963,5,2,NA
2,1968,5,2,261
2,1996,5,2,96
2,1992,7,2,243
1,1989,7,2,281
1,1967,6,2,392
2,1973,5,2,200
1,1999,7,2,NA
1,2001,7,2,NA
1,1966,7,2,NA
2,1969,5,2,NA
2,1997,7,2,211
1,1999,7,2,NA
1,1965,5,2,633
2,1973,7,2,220
2,1998,7,2,48
2,2000,7,2,72
2,2011,3,2,NA
2,1937,5,6,NA
1,1936,7,2,NA
2,1949,3,2,NA
2,1941,3,2,NA
1,1964,6,2,NA
2,1966,5,2,NA
1,1988,6,2,NA
2,1965,7,2,NA
2,1950,4,2,NA
1,1964,5,2,NA
2,1941,4,2,NA
1,1968,7,2,592
2,1973,7,2,179
1,2006,4,2,NA
1,1966,6,2,NA
2,1968,5,2,NA
2,1995,6,2,342
1,1998,7,2,350
1,1966,5,3,NA
2,1973,5,3,NA
2,1998,7,3,50
2,2000,7,3,NA
1,2004,5,3,NA
1,1968,5,5,611
2,1968,5,5,NA
1,2007,4,5,NA
2,1993,5,5,211
2,1961,4,2,NA
1,1972,5,2,295
2,1974,7,2,NA
1,2006,4,2,NA
1,2007,4,2,NA
1,1940,7,2,NA
1,1967,7,2,419
2,1970,7,2,226
1,1997,6,2,NA
1,1999,6,2,NA
1,1949,7,2,213
2,1949,5,2,213
2,1945,4,2,NA
2,1977,7,2,NA
2,1975,7,2,682
1,1973,7,2,593
2,2015,1,2,NA
1,1966,7,2,425
2,1968,6,2,NA
2,1994,7,2,NA
1,1998,7,2,NA
1,1944,3,2,NA
2,1951,4,2,NA
1,1974,6,2,250
2,1977,5,2,65
1,1972,7,2,510
2,2011,3,2,NA
1,2013,3,2,NA
1,1975,6,2,458
2,1953,3,2,NA
1,1951,3,2,NA
2,1952,3,2,NA
1,1982,6,2,400
2,1985,5,2,203
2,2010,3,2,NA
2,2012,3,2,NA
1,2015,1,2,NA
2,2016,1,2,NA
2,1939,3,2,NA
1,1971,8,2,230
2,1974,5,2,NA
2,2011,3,2,NA
1,2016,1,2,NA
2,1962,4,2,70
1,1989,7,2,440
1,1950,3,2,NA
2,1956,3,2,NA
1,1972,5,2,425
2,1972,5,2,145
2,2000,7,2,NA
1,2004,5,2,NA
1,2006,4,2,NA
1,1938,3,2,NA
2,1942,3,2,27
1,1945,4,5,NA
2,1947,5,5,NA
1,1938,3,2,NA
2,1942,3,2,NA
1,1960,5,2,210
2,1965,5,2,203
2,1993,7,2,318
2,2003,5,2,NA
2,1995,6,2,NA
2,1949,2,2,NA
1,1933,5,2,NA
1,1971,5,2,NA
2,1936,2,2,NA
2,1942,3,2,NA
2,1938,3,2,NA
1,2005,4,2,NA
1,1965,5,2,200
2,1984,7,2,NA
1,1982,7,2,642
1,2017,1,2,NA
1,2020,1,2,NA
1,1939,4,2,NA
2,1944,4,2,NA
2,1983,7,1,439
1,1983,7,1,505
1,2012,3,1,NA
2,2017,1,1,NA
1,1952,3,2,190
2,1964,3,2,148
2,1988,7,2,267
2,1985,7,6,448
1,1983,7,6,320
2,1939,5,2,NA
2,1944,3,2,48
1,1971,6,2,NA
2,1979,7,2,260
1,2014,3,2,NA
1,1938,4,2,NA
2,1937,3,2,NA
2,1943,3,2,NA
1,1938,5,2,NA
2,1940,2,2,NA
1,1978,5,2,330
2,1979,5,2,200
1,1984,7,2,388
1,1960,6,2,NA
2,1962,5,2,250
2,2002,7,2,NA
2,1942,2,2,NA
1,1955,3,2,NA
2,1993,5,2,NA
1,1954,4,2,202
1,1943,5,2,NA
2,1947,4,2,77
1,1944,5,2,NA
2,1956,3,2,NA
1,1979,6,2,57
2,1980,7,2,190
1,1944,3,1,NA
2,1966,3,2,NA
1,1997,6,2,NA
2,1965,5,2,NA
2,2000,6,2,NA
2,1995,6,2,200
1,1996,6,2,225
2,2018,1,2,NA
1,1942,3,2,NA
2,1946,3,2,NA
